,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,pKi,relation,units,Ki,target_chembl_id,target_organism,type
3872,22786135,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4797036,8.19,=,nM,6.4,CHEMBL251,Homo sapiens,Ki
3873,22786136,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4764597,7.87,=,nM,13.5,CHEMBL251,Homo sapiens,Ki
3874,22786137,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4764804,7.55,=,nM,27.9,CHEMBL251,Homo sapiens,Ki
3875,22786138,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4777796,7.58,=,nM,26.0,CHEMBL251,Homo sapiens,Ki
3876,22786139,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4793920,7.97,=,nM,10.6,CHEMBL251,Homo sapiens,Ki
3877,22786140,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4797465,7.02,=,nM,96.3,CHEMBL251,Homo sapiens,Ki
3878,22786141,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4761976,6.97,=,nM,108.0,CHEMBL251,Homo sapiens,Ki
3879,22786142,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4753875,8.04,=,nM,9.2,CHEMBL251,Homo sapiens,Ki
3880,22786143,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4757832,7.06,=,nM,87.9,CHEMBL251,Homo sapiens,Ki
3881,22786144,CHEMBL4708443,Displacement of [3H]-NECA from human A2A receptor stably expressed in CHO cell membranes by radioligand competitive binding assay,B,CHEMBL4786281,8.17,=,nM,6.8,CHEMBL251,Homo sapiens,Ki
3882,22848683,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4745748,7.05,=,nM,90.0,CHEMBL251,Homo sapiens,Ki
3883,22848684,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4754659,6.32,=,nM,482.0,CHEMBL251,Homo sapiens,Ki
3884,22848685,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4745279,6.82,=,nM,151.0,CHEMBL251,Homo sapiens,Ki
3885,22848686,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4762320,6.7,=,nM,199.0,CHEMBL251,Homo sapiens,Ki
3886,22848687,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4749927,6.88,=,nM,133.0,CHEMBL251,Homo sapiens,Ki
3887,22848688,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4740961,7.04,=,nM,91.5,CHEMBL251,Homo sapiens,Ki
3888,22848689,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4795162,7.02,=,nM,95.7,CHEMBL251,Homo sapiens,Ki
3889,22848690,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4779294,6.97,=,nM,106.0,CHEMBL251,Homo sapiens,Ki
3890,22848691,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4743686,7.22,=,nM,60.4,CHEMBL251,Homo sapiens,Ki
3891,22848692,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4739973,6.96,=,nM,110.0,CHEMBL251,Homo sapiens,Ki
3892,22848693,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4749227,6.48,=,nM,328.0,CHEMBL251,Homo sapiens,Ki
3893,22848694,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4764119,6.57,=,nM,267.0,CHEMBL251,Homo sapiens,Ki
3894,22848695,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4794804,6.69,=,nM,203.0,CHEMBL251,Homo sapiens,Ki
3895,22848696,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4760582,6.76,=,nM,172.0,CHEMBL251,Homo sapiens,Ki
3896,22848697,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4763432,6.76,=,nM,175.0,CHEMBL251,Homo sapiens,Ki
3897,22848698,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4779646,6.49,=,nM,327.0,CHEMBL251,Homo sapiens,Ki
3898,22848699,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4752196,6.34,=,nM,456.0,CHEMBL251,Homo sapiens,Ki
3899,22848700,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4748745,6.42,=,nM,376.0,CHEMBL251,Homo sapiens,Ki
3900,22848701,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4800356,6.52,=,nM,304.0,CHEMBL251,Homo sapiens,Ki
3901,22848702,CHEMBL4722819,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,CHEMBL4786871,6.82,=,nM,150.0,CHEMBL251,Homo sapiens,Ki
3902,22898027,CHEMBL4731028,Displacement of [3H]2-[p-(2-carboxyethyl)phenyl-ethylamino]-5'-N-ethylcarboxamidoadenosine from human A2A receptor expressed in HEK293 cells assessed as inhibitor constant by radio ligand binding assay,B,CHEMBL4800206,5.61,=,nM,2460.0,CHEMBL251,Homo sapiens,Ki
3903,22898028,CHEMBL4731028,Displacement of [3H]2-[p-(2-carboxyethyl)phenyl-ethylamino]-5'-N-ethylcarboxamidoadenosine from human A2A receptor expressed in HEK293 cells assessed as inhibitor constant by radio ligand binding assay,B,CHEMBL4788488,5.33,=,nM,4620.0,CHEMBL251,Homo sapiens,Ki
3904,22898029,CHEMBL4731028,Displacement of [3H]2-[p-(2-carboxyethyl)phenyl-ethylamino]-5'-N-ethylcarboxamidoadenosine from human A2A receptor expressed in HEK293 cells assessed as inhibitor constant by radio ligand binding assay,B,CHEMBL4791368,6.08,=,nM,838.0,CHEMBL251,Homo sapiens,Ki
3905,22924921,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4750049,8.22,=,nM,6.0,CHEMBL251,Homo sapiens,Ki
3906,22924922,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4742132,8.62,=,nM,2.4,CHEMBL251,Homo sapiens,Ki
3907,22924923,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4783617,8.42,=,nM,3.8,CHEMBL251,Homo sapiens,Ki
3908,22924924,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4763600,7.48,=,nM,33.0,CHEMBL251,Homo sapiens,Ki
3909,22924925,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4783723,8.31,=,nM,4.9,CHEMBL251,Homo sapiens,Ki
3910,22924926,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4785362,8.19,=,nM,6.4,CHEMBL251,Homo sapiens,Ki
3911,22924927,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4753657,8.44,=,nM,3.6,CHEMBL251,Homo sapiens,Ki
3912,22924928,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4748372,7.62,=,nM,23.9,CHEMBL251,Homo sapiens,Ki
3913,22924929,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4795658,7.46,=,nM,35.1,CHEMBL251,Homo sapiens,Ki
3914,22924931,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4784681,8.44,=,nM,3.6,CHEMBL251,Homo sapiens,Ki
3915,22924932,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4746388,8.55,=,nM,2.8,CHEMBL251,Homo sapiens,Ki
3916,22924933,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4745912,8.03,=,nM,9.4,CHEMBL251,Homo sapiens,Ki
3917,22924934,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4746896,8.19,=,nM,6.4,CHEMBL251,Homo sapiens,Ki
3918,22924935,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4788835,7.42,=,nM,37.9,CHEMBL251,Homo sapiens,Ki
3919,22924936,CHEMBL4737366,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,CHEMBL4760845,6.44,=,nM,361.0,CHEMBL251,Homo sapiens,Ki
3920,23239657,CHEMBL4828922,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HeLa cell membrane incubated for 30 mins by microplate beta scintillation counting based radioligand inhibition assay,B,CHEMBL4861092,5.15,=,nM,7100.0,CHEMBL251,Homo sapiens,Ki
3921,23239658,CHEMBL4828922,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HeLa cell membrane incubated for 30 mins by microplate beta scintillation counting based radioligand inhibition assay,B,CHEMBL2113484,5.69,=,nM,2050.0,CHEMBL251,Homo sapiens,Ki
3922,23239660,CHEMBL4828922,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HeLa cell membrane incubated for 30 mins by microplate beta scintillation counting based radioligand inhibition assay,B,CHEMBL4847237,5.7,=,nM,1990.0,CHEMBL251,Homo sapiens,Ki
3923,24348885,CHEMBL5031674,Displacement of [3H]CGS21680 from recombinant human A2A adenosine receptor expressed in HEK293 cells incubated for 60 mins by liquid scintillation counting method,B,CHEMBL5081923,5.62,=,nM,2390.0,CHEMBL251,Homo sapiens,Ki
3924,24348886,CHEMBL5031674,Displacement of [3H]CGS21680 from recombinant human A2A adenosine receptor expressed in HEK293 cells incubated for 60 mins by liquid scintillation counting method,B,CHEMBL5086261,5.64,=,nM,2300.0,CHEMBL251,Homo sapiens,Ki
3925,24351879,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5088258,9.06,=,nM,0.87,CHEMBL251,Homo sapiens,Ki
3926,24351880,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5075704,8.2,=,nM,6.3,CHEMBL251,Homo sapiens,Ki
3927,24351881,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5077827,7.42,=,nM,37.8,CHEMBL251,Homo sapiens,Ki
3928,24351882,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5087206,8.22,=,nM,6.0,CHEMBL251,Homo sapiens,Ki
3929,24351883,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5082737,8.24,=,nM,5.8,CHEMBL251,Homo sapiens,Ki
3930,24351884,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5079065,9.02,=,nM,0.95,CHEMBL251,Homo sapiens,Ki
3931,24351885,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5076540,7.95,=,nM,11.3,CHEMBL251,Homo sapiens,Ki
3932,24351886,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5080630,8.36,=,nM,4.4,CHEMBL251,Homo sapiens,Ki
3933,24351887,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5087228,8.62,=,nM,2.4,CHEMBL251,Homo sapiens,Ki
3934,24351888,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5076402,7.07,=,nM,84.8,CHEMBL251,Homo sapiens,Ki
3935,24351889,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5086912,7.57,=,nM,27.0,CHEMBL251,Homo sapiens,Ki
3936,24351890,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5081907,7.7,=,nM,19.9,CHEMBL251,Homo sapiens,Ki
3937,24351891,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5094920,8.08,=,nM,8.4,CHEMBL251,Homo sapiens,Ki
3938,24351892,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5080901,7.99,=,nM,10.2,CHEMBL251,Homo sapiens,Ki
3939,24351893,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5090769,7.8,=,nM,15.7,CHEMBL251,Homo sapiens,Ki
3940,24351894,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5090351,7.67,=,nM,21.2,CHEMBL251,Homo sapiens,Ki
3941,24351895,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5086791,8.38,=,nM,4.2,CHEMBL251,Homo sapiens,Ki
3942,24351896,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5094087,8.37,=,nM,4.3,CHEMBL251,Homo sapiens,Ki
3943,24351897,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5086693,8.7,=,nM,2.0,CHEMBL251,Homo sapiens,Ki
3944,24351898,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5093149,8.31,=,nM,4.9,CHEMBL251,Homo sapiens,Ki
3945,24351899,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5090390,7.08,=,nM,82.8,CHEMBL251,Homo sapiens,Ki
3946,24351900,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5087220,7.11,=,nM,77.8,CHEMBL251,Homo sapiens,Ki
3947,24351901,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5092198,8.0,=,nM,10.1,CHEMBL251,Homo sapiens,Ki
3948,24351902,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5079449,8.43,=,nM,3.7,CHEMBL251,Homo sapiens,Ki
3949,24351903,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5078554,7.22,=,nM,60.4,CHEMBL251,Homo sapiens,Ki
3950,24351904,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5090592,8.25,=,nM,5.6,CHEMBL251,Homo sapiens,Ki
3951,24351905,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5090973,8.41,=,nM,3.9,CHEMBL251,Homo sapiens,Ki
3952,24351906,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5075038,7.46,=,nM,34.8,CHEMBL251,Homo sapiens,Ki
3953,24351907,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5079755,8.41,=,nM,3.9,CHEMBL251,Homo sapiens,Ki
3954,24351908,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5077441,8.31,=,nM,4.9,CHEMBL251,Homo sapiens,Ki
3955,24351909,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5076343,8.66,=,nM,2.2,CHEMBL251,Homo sapiens,Ki
3956,24351910,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5088741,7.06,=,nM,86.9,CHEMBL251,Homo sapiens,Ki
3957,24351911,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5077916,8.48,=,nM,3.3,CHEMBL251,Homo sapiens,Ki
3958,24351912,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5085913,7.36,=,nM,43.7,CHEMBL251,Homo sapiens,Ki
3959,24351913,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5088875,8.02,=,nM,9.6,CHEMBL251,Homo sapiens,Ki
3960,24351914,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5089891,8.55,=,nM,2.8,CHEMBL251,Homo sapiens,Ki
3961,24351915,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5073445,8.0,=,nM,10.1,CHEMBL251,Homo sapiens,Ki
3962,24351916,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5075972,7.73,=,nM,18.5,CHEMBL251,Homo sapiens,Ki
3963,24351917,CHEMBL5032352,Displacement of [3H]SCH58261 from adenosine A2A receptor membrane (unknown origin) measured after 60 mins by scintillation counting analysis,B,CHEMBL5088997,8.19,=,nM,6.5,CHEMBL251,Homo sapiens,Ki
3964,24354297,CHEMBL5032900,Displacement of [3H]MSX-2 from human recombinant adenosine A2A receptor expressed in CHO cells by liquid scintillation counting analysis,B,CHEMBL5072724,6.14,=,nM,717.0,CHEMBL251,Homo sapiens,Ki
3965,24354299,CHEMBL5032900,Displacement of [3H]MSX-2 from human recombinant adenosine A2A receptor expressed in CHO cells by liquid scintillation counting analysis,B,CHEMBL5093935,6.03,=,nM,941.0,CHEMBL251,Homo sapiens,Ki
3966,24354300,CHEMBL5032900,Displacement of [3H]MSX-2 from human recombinant adenosine A2A receptor expressed in CHO cells by liquid scintillation counting analysis,B,CHEMBL5088622,8.14,=,nM,7.25,CHEMBL251,Homo sapiens,Ki
3967,24354302,CHEMBL5032900,Displacement of [3H]MSX-2 from human recombinant adenosine A2A receptor expressed in CHO cells by liquid scintillation counting analysis,B,CHEMBL5084903,8.31,=,nM,4.85,CHEMBL251,Homo sapiens,Ki
3968,24354303,CHEMBL5032900,Displacement of [3H]MSX-2 from human recombinant adenosine A2A receptor expressed in CHO cells by liquid scintillation counting analysis,B,CHEMBL5089580,7.45,=,nM,35.5,CHEMBL251,Homo sapiens,Ki
3969,24354304,CHEMBL5032900,Displacement of [3H]MSX-2 from human recombinant adenosine A2A receptor expressed in CHO cells by liquid scintillation counting analysis,B,CHEMBL5081556,6.98,=,nM,104.0,CHEMBL251,Homo sapiens,Ki
3970,24354305,CHEMBL5032900,Displacement of [3H]MSX-2 from human recombinant adenosine A2A receptor expressed in CHO cells by liquid scintillation counting analysis,B,CHEMBL5093850,6.69,=,nM,203.0,CHEMBL251,Homo sapiens,Ki
3971,24354306,CHEMBL5032900,Displacement of [3H]MSX-2 from human recombinant adenosine A2A receptor expressed in CHO cells by liquid scintillation counting analysis,B,CHEMBL5082920,8.21,=,nM,6.24,CHEMBL251,Homo sapiens,Ki
3972,24354307,CHEMBL5032900,Displacement of [3H]MSX-2 from human recombinant adenosine A2A receptor expressed in CHO cells by liquid scintillation counting analysis,B,CHEMBL5087059,6.85,=,nM,142.0,CHEMBL251,Homo sapiens,Ki
3973,24354308,CHEMBL5032900,Displacement of [3H]MSX-2 from human recombinant adenosine A2A receptor expressed in CHO cells by liquid scintillation counting analysis,B,CHEMBL5082650,8.4,=,nM,4.01,CHEMBL251,Homo sapiens,Ki
3974,24354309,CHEMBL5032900,Displacement of [3H]MSX-2 from human recombinant adenosine A2A receptor expressed in CHO cells by liquid scintillation counting analysis,B,CHEMBL1095488,8.12,=,nM,7.5,CHEMBL251,Homo sapiens,Ki
3975,24395756,CHEMBL5042372,Displacement of [3H] ZM241385 from human adenosine A2A receptor expressed in HEK293 cells incubated for 60 mins by radioligand binding assay,B,CHEMBL2181976,6.92,=,nM,121.0,CHEMBL251,Homo sapiens,Ki
3976,24395757,CHEMBL5042372,Displacement of [3H] ZM241385 from human adenosine A2A receptor expressed in HEK293 cells incubated for 60 mins by radioligand binding assay,B,CHEMBL5086466,5.45,=,nM,3550.0,CHEMBL251,Homo sapiens,Ki
3977,24405724,CHEMBL5044913,Displacement of [3H]SCH-58261 from A2A adenosine receptor (unknown origin) expressed in HEK cell membrane incubated for 60 mins at room temperature by NXT microplate scintillation counter analysis,B,CHEMBL369573,8.96,=,nM,1.1,CHEMBL251,Homo sapiens,Ki
3978,24405725,CHEMBL5044913,Displacement of [3H]SCH-58261 from A2A adenosine receptor (unknown origin) expressed in HEK cell membrane incubated for 60 mins at room temperature by NXT microplate scintillation counter analysis,B,CHEMBL178584,7.95,=,nM,11.2,CHEMBL251,Homo sapiens,Ki
3979,24405794,CHEMBL5044920,Displacement of [3H]HZ241385 from human A2AAR expressed in HeLa cell membrane incubated for 30 mins by microbeta trilux scintillation counter analysis,B,CHEMBL5077370,9.02,=,nM,0.95,CHEMBL251,Homo sapiens,Ki
3980,24405796,CHEMBL5044920,Displacement of [3H]HZ241385 from human A2AAR expressed in HeLa cell membrane incubated for 30 mins by microbeta trilux scintillation counter analysis,B,CHEMBL5088876,8.76,=,nM,1.73,CHEMBL251,Homo sapiens,Ki
3981,24405798,CHEMBL5044920,Displacement of [3H]HZ241385 from human A2AAR expressed in HeLa cell membrane incubated for 30 mins by microbeta trilux scintillation counter analysis,B,CHEMBL5071174,8.67,=,nM,2.15,CHEMBL251,Homo sapiens,Ki
3982,24405799,CHEMBL5044920,Displacement of [3H]HZ241385 from human A2AAR expressed in HeLa cell membrane incubated for 30 mins by microbeta trilux scintillation counter analysis,B,CHEMBL5084704,8.44,=,nM,3.63,CHEMBL251,Homo sapiens,Ki
3983,24405800,CHEMBL5044920,Displacement of [3H]HZ241385 from human A2AAR expressed in HeLa cell membrane incubated for 30 mins by microbeta trilux scintillation counter analysis,B,CHEMBL5080757,8.24,=,nM,5.72,CHEMBL251,Homo sapiens,Ki
3984,24405801,CHEMBL5044920,Displacement of [3H]HZ241385 from human A2AAR expressed in HeLa cell membrane incubated for 30 mins by microbeta trilux scintillation counter analysis,B,CHEMBL5082319,8.24,=,nM,5.78,CHEMBL251,Homo sapiens,Ki
3985,24405802,CHEMBL5044920,Displacement of [3H]HZ241385 from human A2AAR expressed in HeLa cell membrane incubated for 30 mins by microbeta trilux scintillation counter analysis,B,CHEMBL5086406,8.16,=,nM,6.91,CHEMBL251,Homo sapiens,Ki
3986,24405803,CHEMBL5044920,Displacement of [3H]HZ241385 from human A2AAR expressed in HeLa cell membrane incubated for 30 mins by microbeta trilux scintillation counter analysis,B,CHEMBL5086094,8.05,=,nM,8.93,CHEMBL251,Homo sapiens,Ki
3987,24405804,CHEMBL5044920,Displacement of [3H]HZ241385 from human A2AAR expressed in HeLa cell membrane incubated for 30 mins by microbeta trilux scintillation counter analysis,B,CHEMBL5092037,8.0,=,nM,10.1,CHEMBL251,Homo sapiens,Ki
3988,24405805,CHEMBL5044920,Displacement of [3H]HZ241385 from human A2AAR expressed in HeLa cell membrane incubated for 30 mins by microbeta trilux scintillation counter analysis,B,CHEMBL5084351,7.99,=,nM,10.2,CHEMBL251,Homo sapiens,Ki
3989,24405806,CHEMBL5044920,Displacement of [3H]HZ241385 from human A2AAR expressed in HeLa cell membrane incubated for 30 mins by microbeta trilux scintillation counter analysis,B,CHEMBL5076412,7.99,=,nM,10.2,CHEMBL251,Homo sapiens,Ki
