,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,pchembl_value,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
4447,19108151,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL4468006,5.59,=,nM,2550.0,CHEMBL251,Homo sapiens,Ki,nM,2550.0
4448,19108153,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL4562258,5.87,=,nM,1340.0,CHEMBL251,Homo sapiens,Ki,nM,1340.0
4449,19108154,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL4541086,5.69,=,nM,2050.0,CHEMBL251,Homo sapiens,Ki,nM,2050.0
4450,19108155,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL464859,7.46,=,nM,35.0,CHEMBL251,Homo sapiens,Ki,nM,35.0
4451,19108156,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL261482,7.30,=,nM,50.0,CHEMBL251,Homo sapiens,Ki,nM,50.0
4452,19108157,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL1234591,6.30,=,nM,505.0,CHEMBL251,Homo sapiens,Ki,nM,505.0
4453,19108158,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL2012686,5.40,=,nM,3950.0,CHEMBL251,Homo sapiens,Ki,nM,3950.0
4454,19108159,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL4543137,5.76,=,nM,1750.0,CHEMBL251,Homo sapiens,Ki,nM,1750.0
4455,19108160,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL3955519,5.80,=,nM,1570.0,CHEMBL251,Homo sapiens,Ki,nM,1570.0
4456,19108161,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL3976121,5.37,=,nM,4320.0,CHEMBL251,Homo sapiens,Ki,nM,4320.0
4457,19108162,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL331291,5.49,=,nM,3250.0,CHEMBL251,Homo sapiens,Ki,nM,3250.0
4458,19108163,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL4463802,6.28,=,nM,520.0,CHEMBL251,Homo sapiens,Ki,nM,520.0
4459,19108164,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL4579650,5.27,=,nM,5400.0,CHEMBL251,Homo sapiens,Ki,nM,5400.0
4460,19108371,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL4587144,5.37,=,nM,4260.0,CHEMBL251,Homo sapiens,Ki,nM,4260.0
4461,19108374,CHEMBL4369925,Displacement of [3H]2-[p-(2-carboxyethyl)phenylethylamino]-5-N-ethylcarboxamidoadenosine from human A2A adenosine receptor expressed in HEK293 cell membranes after 60 mins by scintillation proximity assay,B,CHEMBL519809,6.33,=,nM,466.0,CHEMBL251,Homo sapiens,Ki,nM,466.0
4462,19108418,CHEMBL4369994,Binding affinity to human A2A adenosine receptor expressed in HEK293 cell membranes,B,CHEMBL464859,8.66,=,nM,2.2,CHEMBL251,Homo sapiens,Ki,nM,2.2
4463,19125754,CHEMBL4373894,Antagonist activity at human adenosine A2A receptor,B,CHEMBL240624,8.96,=,nM,1.1,CHEMBL251,Homo sapiens,Ki,nM,1.1
4464,19125764,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4530586,5.41,=,nM,3900.0,CHEMBL251,Homo sapiens,Ki,nM,3900.0
4465,19125765,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4461773,6.21,=,nM,624.0,CHEMBL251,Homo sapiens,Ki,nM,624.0
4466,19125766,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4440479,6.71,=,nM,195.0,CHEMBL251,Homo sapiens,Ki,nM,195.0
4467,19125767,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4583657,6.50,=,nM,313.0,CHEMBL251,Homo sapiens,Ki,nM,313.0
4468,19125768,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4526138,6.46,=,nM,346.0,CHEMBL251,Homo sapiens,Ki,nM,346.0
4469,19125769,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4533332,5.90,=,nM,1260.0,CHEMBL251,Homo sapiens,Ki,nM,1260.0
4470,19125770,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4469798,6.17,=,nM,674.0,CHEMBL251,Homo sapiens,Ki,nM,674.0
4471,19125771,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4468152,5.66,=,nM,2170.0,CHEMBL251,Homo sapiens,Ki,nM,2170.0
4472,19125772,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4437493,4.67,=,nM,21400.0,CHEMBL251,Homo sapiens,Ki,nM,21400.0
4473,19125773,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4521591,6.63,=,nM,233.0,CHEMBL251,Homo sapiens,Ki,nM,233.0
4474,19125774,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4474394,6.12,=,nM,756.0,CHEMBL251,Homo sapiens,Ki,nM,756.0
4475,19125775,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4592185,6.60,=,nM,253.0,CHEMBL251,Homo sapiens,Ki,nM,253.0
4476,19125776,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4458117,6.77,=,nM,169.0,CHEMBL251,Homo sapiens,Ki,nM,169.0
4477,19125777,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4468805,7.28,=,nM,52.6,CHEMBL251,Homo sapiens,Ki,nM,52.6
4478,19125778,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4469102,6.50,=,nM,314.0,CHEMBL251,Homo sapiens,Ki,nM,314.0
4479,19125779,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4553304,6.46,=,nM,348.0,CHEMBL251,Homo sapiens,Ki,nM,348.0
4480,19125780,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4441421,6.17,=,nM,682.0,CHEMBL251,Homo sapiens,Ki,nM,682.0
4481,19125781,CHEMBL4373896,Displacement of [3H]-NECA from human adenosine A2A receptor expressed in CHO cells by radioligand competition analysis,B,CHEMBL4568941,4.89,=,nM,12900.0,CHEMBL251,Homo sapiens,Ki,nM,12900.0
4482,19125824,CHEMBL4373900,Displacement of [3H]-CGS21680 from human adenosine A2A receptor expressed in HEK293 cells by radioligand competition analysis,B,CHEMBL3897613,5.61,=,nM,2480.0,CHEMBL251,Homo sapiens,Ki,nM,2480.0
4483,19125825,CHEMBL4373900,Displacement of [3H]-CGS21680 from human adenosine A2A receptor expressed in HEK293 cells by radioligand competition analysis,B,CHEMBL3924727,6.34,=,nM,460.0,CHEMBL251,Homo sapiens,Ki,nM,460.0
4484,19125826,CHEMBL4373900,Displacement of [3H]-CGS21680 from human adenosine A2A receptor expressed in HEK293 cells by radioligand competition analysis,B,CHEMBL3949028,5.76,=,nM,1750.0,CHEMBL251,Homo sapiens,Ki,nM,1750.0
4485,19125827,CHEMBL4373900,Displacement of [3H]-CGS21680 from human adenosine A2A receptor expressed in HEK293 cells by radioligand competition analysis,B,CHEMBL3928333,6.04,=,nM,920.0,CHEMBL251,Homo sapiens,Ki,nM,920.0
4486,19125829,CHEMBL4373900,Displacement of [3H]-CGS21680 from human adenosine A2A receptor expressed in HEK293 cells by radioligand competition analysis,B,CHEMBL4475922,5.22,=,nM,6010.0,CHEMBL251,Homo sapiens,Ki,nM,6010.0
4487,19148752,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL4471897,4.79,=,nM,16100.0,CHEMBL251,Homo sapiens,Ki,uM,16.1
4488,19148781,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL1777843,4.26,=,nM,55000.0,CHEMBL251,Homo sapiens,Ki,uM,55.0
4489,19148790,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL4587147,4.38,=,nM,42100.0,CHEMBL251,Homo sapiens,Ki,uM,42.1
4490,19148793,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL4556851,4.59,=,nM,25900.0,CHEMBL251,Homo sapiens,Ki,uM,25.9
4491,19148794,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL4567011,4.48,=,nM,32900.0,CHEMBL251,Homo sapiens,Ki,uM,32.9
4492,19148796,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL4532465,4.23,=,nM,59100.0,CHEMBL251,Homo sapiens,Ki,uM,59.1
4493,19148798,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL4452834,4.45,=,nM,35700.0,CHEMBL251,Homo sapiens,Ki,uM,35.7
4494,19148799,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL4551749,4.68,=,nM,21100.0,CHEMBL251,Homo sapiens,Ki,uM,21.1
4495,19148801,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL4533647,4.19,=,nM,64400.0,CHEMBL251,Homo sapiens,Ki,uM,64.4
4496,19148803,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL1777846,4.37,=,nM,42300.0,CHEMBL251,Homo sapiens,Ki,uM,42.3
4497,19148804,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL3950921,4.92,=,nM,12100.0,CHEMBL251,Homo sapiens,Ki,uM,12.1
4498,19148805,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL4553497,4.26,=,nM,55300.0,CHEMBL251,Homo sapiens,Ki,uM,55.3
4499,19148806,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL3914193,4.85,=,nM,14000.0,CHEMBL251,Homo sapiens,Ki,uM,14.0
4500,19148807,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL3939546,4.59,=,nM,25500.0,CHEMBL251,Homo sapiens,Ki,uM,25.5
4501,19148808,CHEMBL4379761,Displacement of [3H]NECA from human adenosine receptor A2A expressed in CHO cell membranes by radioligand competition assay,B,CHEMBL190,5.77,=,nM,1710.0,CHEMBL251,Homo sapiens,Ki,uM,1.71
4502,19152067,CHEMBL4380344,Displacement of [3H]ZM241385 from adenosine A2A receptor in human HeLa cell membranes incubated for 30 mins by scintillation counting method,B,CHEMBL1712711,5.31,=,nM,4900.0,CHEMBL251,Homo sapiens,Ki,uM,4.9
4503,19152068,CHEMBL4380344,Displacement of [3H]ZM241385 from adenosine A2A receptor in human HeLa cell membranes incubated for 30 mins by scintillation counting method,B,CHEMBL1340426,6.89,=,nM,130.0,CHEMBL251,Homo sapiens,Ki,uM,0.13
4504,19267887,CHEMBL4406026,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes measured after 60 mins by liquid scintillation counting method,B,CHEMBL4465891,5.23,=,nM,5850.0,CHEMBL251,Homo sapiens,Ki,nM,5850.0
4505,19273370,CHEMBL4407316,Displacement of [3H]ZM241385 from recombinant human A2A receptor incubated for 90 mins under dark condition by microbeta scintillation method,B,CHEMBL4436453,6.52,=,nM,300.0,CHEMBL251,Homo sapiens,Ki,nM,300.0
4506,19274556,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL183,7.01,=,nM,97.0,CHEMBL251,Homo sapiens,Ki,nM,97.0
4507,19274557,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4560929,6.34,=,nM,461.0,CHEMBL251,Homo sapiens,Ki,nM,461.0
4508,19274558,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4521162,6.20,=,nM,636.0,CHEMBL251,Homo sapiens,Ki,nM,636.0
4509,19274559,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4517597,6.16,=,nM,693.0,CHEMBL251,Homo sapiens,Ki,nM,693.0
4510,19274560,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4562453,7.02,=,nM,96.0,CHEMBL251,Homo sapiens,Ki,nM,96.0
4511,19274561,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4447663,6.97,=,nM,108.0,CHEMBL251,Homo sapiens,Ki,nM,108.0
4512,19274562,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4440752,7.62,=,nM,24.0,CHEMBL251,Homo sapiens,Ki,nM,24.0
4513,19274563,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4436509,6.94,=,nM,114.0,CHEMBL251,Homo sapiens,Ki,nM,114.0
4514,19274564,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4521115,7.03,=,nM,93.0,CHEMBL251,Homo sapiens,Ki,nM,93.0
4515,19274565,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4582498,6.24,=,nM,581.0,CHEMBL251,Homo sapiens,Ki,nM,581.0
4516,19274566,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4581984,7.17,=,nM,67.0,CHEMBL251,Homo sapiens,Ki,nM,67.0
4517,19274567,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4448894,7.17,=,nM,68.0,CHEMBL251,Homo sapiens,Ki,nM,68.0
4518,19274568,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4557250,7.51,=,nM,31.0,CHEMBL251,Homo sapiens,Ki,nM,31.0
4519,19274569,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4557518,6.65,=,nM,224.0,CHEMBL251,Homo sapiens,Ki,nM,224.0
4520,19274570,CHEMBL4407528,Displacement of [3H]ZM241385 from human A2AR expressed in CHO cell membranes measured after 60 mins by scintillation counting method,B,CHEMBL4439963,6.05,=,nM,887.0,CHEMBL251,Homo sapiens,Ki,nM,887.0
4521,19306710,CHEMBL4415159,Inhibition of GFP-tagged human A2A adenosine receptor expressed in HEK cells by FRET-binding assay,B,CHEMBL3260729,7.92,=,nM,12.0,CHEMBL251,Homo sapiens,Ki,nM,12.0
4522,19309980,CHEMBL4416084,Displacement of [3H]ZM241385 from human recombinant A2A receptor expressed in human HeLa cell membranes incubated for 30 mins by radioligand binding competition assay,B,CHEMBL3787197,7.55,=,nM,28.0,CHEMBL251,Homo sapiens,Ki,nM,28.0
4523,19309981,CHEMBL4416084,Displacement of [3H]ZM241385 from human recombinant A2A receptor expressed in human HeLa cell membranes incubated for 30 mins by radioligand binding competition assay,B,CHEMBL102859,6.80,=,nM,157.0,CHEMBL251,Homo sapiens,Ki,nM,157.0
4524,19309982,CHEMBL4416084,Displacement of [3H]ZM241385 from human recombinant A2A receptor expressed in human HeLa cell membranes incubated for 30 mins by radioligand binding competition assay,B,CHEMBL113142,8.72,=,nM,1.9,CHEMBL251,Homo sapiens,Ki,nM,1.9
4525,19405638,CHEMBL4426297,Displacement of [3H]-ZM241385 from wild type human adenosine receptor A2a expressed in HEK293 cell membranes after 240 mins by scintillation counting,B,CHEMBL3934661,7.51,=,nM,31.0,CHEMBL251,Homo sapiens,Ki,nM,31.0
4526,19405639,CHEMBL4426297,Displacement of [3H]-ZM241385 from wild type human adenosine receptor A2a expressed in HEK293 cell membranes after 240 mins by scintillation counting,B,CHEMBL187810,8.89,=,nM,1.3,CHEMBL251,Homo sapiens,Ki,nM,1.3
4527,19405640,CHEMBL4426297,Displacement of [3H]-ZM241385 from wild type human adenosine receptor A2a expressed in HEK293 cell membranes after 240 mins by scintillation counting,B,CHEMBL3937413,8.42,=,nM,3.8,CHEMBL251,Homo sapiens,Ki,nM,3.8
4528,19405641,CHEMBL4426297,Displacement of [3H]-ZM241385 from wild type human adenosine receptor A2a expressed in HEK293 cell membranes after 240 mins by scintillation counting,B,CHEMBL184061,9.48,=,nM,0.33,CHEMBL251,Homo sapiens,Ki,nM,0.33
4529,19405642,CHEMBL4426297,Displacement of [3H]-ZM241385 from wild type human adenosine receptor A2a expressed in HEK293 cell membranes after 240 mins by scintillation counting,B,CHEMBL113142,9.40,=,nM,0.4,CHEMBL251,Homo sapiens,Ki,nM,0.4
4530,19438430,CHEMBL4430976,Displacement of [3H]MSX from human A2A receptor,B,CHEMBL113,4.63,=,nM,23400.0,CHEMBL251,Homo sapiens,Ki,uM,23.4
4531,19438432,CHEMBL4430978,Displacement of [3H]MSX from human A2A receptor by liquid scintillation counting method,B,CHEMBL4560229,5.97,=,nM,1060.0,CHEMBL251,Homo sapiens,Ki,uM,1.06
4532,19438433,CHEMBL4430978,Displacement of [3H]MSX from human A2A receptor by liquid scintillation counting method,B,CHEMBL4548500,5.82,=,nM,1510.0,CHEMBL251,Homo sapiens,Ki,uM,1.51
4533,19438637,CHEMBL4430981,Displacement of [3H]MSX from human A2A receptor measured after 30 mins by liquid scintillation counting method,B,CHEMBL4554778,6.46,=,nM,346.0,CHEMBL251,Homo sapiens,Ki,uM,0.346
4534,19438638,CHEMBL4430981,Displacement of [3H]MSX from human A2A receptor measured after 30 mins by liquid scintillation counting method,B,CHEMBL4483392,6.44,=,nM,363.0,CHEMBL251,Homo sapiens,Ki,uM,0.363
4535,19438639,CHEMBL4430981,Displacement of [3H]MSX from human A2A receptor measured after 30 mins by liquid scintillation counting method,B,CHEMBL4549506,6.66,=,nM,217.0,CHEMBL251,Homo sapiens,Ki,uM,0.217
4536,19438640,CHEMBL4430981,Displacement of [3H]MSX from human A2A receptor measured after 30 mins by liquid scintillation counting method,B,CHEMBL4540395,6.69,=,nM,203.0,CHEMBL251,Homo sapiens,Ki,uM,0.203
4537,19438641,CHEMBL4430981,Displacement of [3H]MSX from human A2A receptor measured after 30 mins by liquid scintillation counting method,B,CHEMBL4451303,6.22,=,nM,595.0,CHEMBL251,Homo sapiens,Ki,uM,0.595
4538,19438642,CHEMBL4430981,Displacement of [3H]MSX from human A2A receptor measured after 30 mins by liquid scintillation counting method,B,CHEMBL4567470,6.29,=,nM,512.0,CHEMBL251,Homo sapiens,Ki,uM,0.512
4539,19438643,CHEMBL4430981,Displacement of [3H]MSX from human A2A receptor measured after 30 mins by liquid scintillation counting method,B,CHEMBL4582207,6.64,=,nM,230.0,CHEMBL251,Homo sapiens,Ki,uM,0.23
4540,19438644,CHEMBL4430981,Displacement of [3H]MSX from human A2A receptor measured after 30 mins by liquid scintillation counting method,B,CHEMBL4442891,5.05,=,nM,8860.0,CHEMBL251,Homo sapiens,Ki,uM,8.86
4541,19481489,CHEMBL4480639,Antagonist activity at human adenosine A2A receptor,B,CHEMBL2165804,5.75,=,nM,1760.0,CHEMBL251,Homo sapiens,Ki,uM,1.76
4542,19487794,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL113,4.63,=,nM,23400.0,CHEMBL251,Homo sapiens,Ki,uM,23.4
4543,19487795,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL431770,7.04,=,nM,91.2,CHEMBL251,Homo sapiens,Ki,uM,0.0912
4544,19487796,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL241618,5.69,=,nM,2030.0,CHEMBL251,Homo sapiens,Ki,uM,2.03
4545,19487797,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4563397,6.43,=,nM,369.0,CHEMBL251,Homo sapiens,Ki,uM,0.369
4546,19487799,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4573517,6.05,=,nM,887.0,CHEMBL251,Homo sapiens,Ki,uM,0.887
4547,19487802,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4554404,6.11,=,nM,784.0,CHEMBL251,Homo sapiens,Ki,uM,0.784
4548,19487803,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4540760,5.92,=,nM,1210.0,CHEMBL251,Homo sapiens,Ki,uM,1.21
4549,19487805,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4565406,5.52,=,nM,3040.0,CHEMBL251,Homo sapiens,Ki,uM,3.04
4550,19487807,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4533073,5.08,=,nM,8270.0,CHEMBL251,Homo sapiens,Ki,uM,8.27
4551,19487809,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4574105,5.70,=,nM,2020.0,CHEMBL251,Homo sapiens,Ki,uM,2.02
4552,19487812,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4574192,5.10,=,nM,8000.0,CHEMBL251,Homo sapiens,Ki,uM,8.0
4553,19487813,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4517925,5.05,=,nM,8910.0,CHEMBL251,Homo sapiens,Ki,uM,8.91
4554,19487815,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4537668,5.77,=,nM,1700.0,CHEMBL251,Homo sapiens,Ki,uM,1.7
4555,19487816,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4535750,5.79,=,nM,1610.0,CHEMBL251,Homo sapiens,Ki,uM,1.61
4556,19487818,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4570974,6.20,=,nM,627.0,CHEMBL251,Homo sapiens,Ki,uM,0.627
4557,19487821,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4558859,5.99,=,nM,1020.0,CHEMBL251,Homo sapiens,Ki,uM,1.02
4558,19487823,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4521517,6.72,=,nM,189.0,CHEMBL251,Homo sapiens,Ki,uM,0.189
4559,19487825,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4550899,6.05,=,nM,881.0,CHEMBL251,Homo sapiens,Ki,uM,0.881
4560,19487826,CHEMBL4481772,Displacement of [3H]MSX2 from recombinant human adenosine A2a receptor expressed in HEK293 cells,B,CHEMBL4530654,,=,nM,1080000.0,CHEMBL251,Homo sapiens,Ki,uM,1080.0
